groupid,Group Name,Product Type,Product Color,Product Condition,Component Type,Included Products,groupsize,idingroup,strippedname,name,sku,platform,ASIN,matching_likelihood,matching_method,ParentProduct,SKU_Role,source_asin,source_sku,source_title,merge_source,merge_match_type
13,Bose 321 GS Series II DVD Home Entertainment System,Product,GY,,,,7,1,Bose R 321 GS Series II DVD Home Entertainment System,Bose(R) 321 GS Series II DVD Home Entertainment System - Graphite,HM-HXQM-4WIL,Amazon,B0002JY6SG,100.0,stripped_name,DVD Home Entertainment System,K,B0002JY6SG,HM-HXQM-4WIL,Bose(R) 321 GS Series II DVD Home Entertainment System - Graphite,amazon_only,
13,Bose 321 GS Series II DVD Home Entertainment System,Product,GY,,,,7,2,Bose R 321 GS Series II DVD Home Entertainment System,Bose(R) 321 GS Series II DVD Home Entertainment System - Graphite,BJ-ITV0-YAK3,Amazon,B0002JY6SG,100.0,stripped_name,Home Entertainment System,K,B0002JY6SG,BJ-ITV0-YAK3,Bose(R) 321 GS Series II DVD Home Entertainment System - Graphite,amazon_only,
13,Bose 321 GS Series II DVD Home Entertainment System,Product,GY,R,,,7,3,Bose 321 GS Series II DVD Home Entertainment System,Bose 321 GS Series II DVD Home Entertainment System Graphite Refurbished,257191612177,DRAGON_eBay,,0.96,threshold,Home Entertainment System,K,B0002JY6SG,257191612177,Bose(R) 321 GS Series II DVD Home Entertainment System - Graphite,amazon_only,
13,Bose 321 GS Series II DVD Home Entertainment System,Product,SV,,,,7,4,Bose R 321 GS Series II DVD Home Entertainment System,Bose(R) 321 GS Series II DVD Home Entertainment System - Silver,PB-O62Z-J40O,Amazon,B0002JY6SQ,100.0,stripped_name,R 321 GS,K,B0002JY6SG,PB-O62Z-J40O,Bose(R) 321 GS Series II DVD Home Entertainment System - Graphite,amazon_only,
13,Bose 321 GS Series II DVD Home Entertainment System,Product,GY,,,,7,5,Bose R 321 GS Series II DVD Home Entertainment System,Bose(R) 321 GS Series II DVD Home Entertainment System - Graphite,3K-00K1-JROP,Amazon,B0002JY6SG,100.0,stripped_name,System,K,B0002JY6SG,3K-00K1-JROP,Bose(R) 321 GS Series II DVD Home Entertainment System - Graphite,amazon_only,
13,Bose 321 GS Series II DVD Home Entertainment System,Product,GY,,,,7,6,Bose R 321 GS Series II DVD Home Entertainment System,Bose(R) 321 GS Series II DVD Home Entertainment System - Graphite,EB-94AI-05LZ,Amazon,B0002JY6SG,100.0,stripped_name,System,K,B0002JY6SG,EB-94AI-05LZ,Bose(R) 321 GS Series II DVD Home Entertainment System - Graphite,amazon_only,
14,Bose 321 Series II DVD Home Entertainment System,Product,GY,,,,10,0,BOSE R 321 Series II DVD Home Entertainment System,BOSE(R) 321 Series II DVD Home Entertainment System Graphite,1I-EAWP-TTEB,Amazon,B0002JY6T0,100.0,stripped_name,DVD Home Entertainment System,K,B0002JY6T0,1I-EAWP-TTEB,BOSE(R) 321 Series II DVD Home Entertainment System Graphite,amazon_only,
14,Bose 321 Series II DVD Home Entertainment System,Product,GY,,,,10,1,BOSE R 321 Series II DVD Home Entertainment System,BOSE(R) 321 Series II DVD Home Entertainment System Graphite,1G-Y8ET-1P0I,Amazon,B0002JY6T0,100.0,stripped_name,Home Entertainment System,K,B0002JY6T0,1G-Y8ET-1P0I,BOSE(R) 321 Series II DVD Home Entertainment System Graphite,amazon_only,
14,Bose 321 Series II DVD Home Entertainment System,Product,GY,,,,10,2,BOSE R 321 Series II DVD Home Entertainment System,BOSE(R) 321 Series II DVD Home Entertainment System Graphite,SI-IINF-C5H2,Amazon,B0002JY6T0,100.0,stripped_name,Home Entertainment System,K,B0002JY6T0,SI-IINF-C5H2,BOSE(R) 321 Series II DVD Home Entertainment System Graphite,amazon_only,
14,Bose 321 Series II DVD Home Entertainment System,Product,GY,,,,10,3,BOSE R 321 Series II DVD Home Entertainment System,BOSE(R) 321 Series II DVD Home Entertainment System Graphite,Z8-IRPF-WXDU,Amazon,B0002JY6T0,100.0,stripped_name,Home Entertainment System,K,B0002JY6T0,Z8-IRPF-WXDU,BOSE(R) 321 Series II DVD Home Entertainment System Graphite,amazon_only,
14,Bose 321 Series II DVD Home Entertainment System,Bundle,,,,"Bose 321 Series II DVD Home Entertainment System, HDMI upgrade kit",10,4,Bose 321 Series II DVD Home Entertainment System w HDMI upgrade kit,Bose 321 Series II DVD Home Entertainment System  w HDMI upgrade kit,364276010018,USAV_eBay,,0.87,threshold,Home Entertainment System,K,B0002JY6T0,364276010018,BOSE(R) 321 Series II DVD Home Entertainment System Graphite,amazon_only,
14,Bose 321 Series II DVD Home Entertainment System,Bundle,,,,"Bose 321 Series II DVD Home Entertainment System, HDMI upgrade kit",10,5,Bose 321 Series II DVD Home Entertainment System w HDMI upgrade kit,Bose 321 Series II DVD Home Entertainment System  w HDMI upgrade kit,154910765418,MEKONG_eBay,,0.87,threshold,Home Entertainment System,K,B0002JY6T0,154910765418,BOSE(R) 321 Series II DVD Home Entertainment System Graphite,amazon_only,
14,Bose 321 Series II DVD Home Entertainment System,Product,,,,,10,6,Bose 321 Series II Home Entertainment System,Bose 321 Series II Home Entertainment System,03764,Ecwid,,0.85,threshold,Home Entertainment System,K,B0002JY6T0,03764,BOSE(R) 321 Series II DVD Home Entertainment System Graphite,amazon_only,
14,Bose 321 Series II DVD Home Entertainment System,Product,,,,,10,7,Bose 321 Series II Home Entertainment System,Bose 321 Series II Home Entertainment System,00000,Ecwid,,0.85,threshold,Home Entertainment System,K,B0002JY6T0,00000,BOSE(R) 321 Series II DVD Home Entertainment System Graphite,amazon_only,
14,Bose 321 Series II DVD Home Entertainment System,Product,GY,,,,10,8,BOSE R 321 Series II DVD Home Entertainment System,BOSE(R) 321 Series II DVD Home Entertainment System Graphite,U9-FR0I-WZ24,Amazon,B0002JY6T0,100.0,stripped_name,System,K,B0002JY6T0,U9-FR0I-WZ24,BOSE(R) 321 Series II DVD Home Entertainment System Graphite,amazon_only,
14,Bose 321 Series II DVD Home Entertainment System,Product,GY,,,,10,9,BOSE R 321 Series II DVD Home Entertainment System,BOSE(R) 321 Series II DVD Home Entertainment System Graphite,ZL-POMP-Y7A0,Amazon,B0002JY6T0,100.0,stripped_name,System,K,B0002JY6T0,ZL-POMP-Y7A0,BOSE(R) 321 Series II DVD Home Entertainment System Graphite,amazon_only,
15,Bose Companion 2 Multimedia Speaker System,Product,,,,,5,0,Bose Companion 2 Multimedia Speaker System,Bose Companion 2; Multimedia Speaker System,05005-N,Amazon,B00062QY5W,100.0,stripped_name,Speaker System,K,B00062QY5W,05005-N,Bose Companion 2; Multimedia Speaker System,amazon_only,
15,Bose Companion 2 Multimedia Speaker System,Product,,,,,5,1,Bose Companion 2 Multimedia Speaker System,Bose Companion 2; Multimedia Speaker System,EY-6TJ0-OSQN,Amazon,B00062QY5W,100.0,stripped_name,Speaker System,K,B00062QY5W,EY-6TJ0-OSQN,Bose Companion 2; Multimedia Speaker System,amazon_only,
15,Bose Companion 2 Multimedia Speaker System,Product,,,,,5,2,Bose Companion 2 Multimedia Speaker System,Bose Companion 2; Multimedia Speaker System,2C-P077-AMRT,Amazon,B00062QY5W,100.0,stripped_name,Speaker System,K,B00062QY5W,2C-P077-AMRT,Bose Companion 2; Multimedia Speaker System,amazon_only,
15,Bose Companion 2 Multimedia Speaker System,Product,,,,,5,3,Bose Companion 2 Multimedia Speaker System,Bose Companion 2; Multimedia Speaker System,OV-9GWB-RT0T,Amazon,B00062QY5W,100.0,stripped_name,Speaker System,K,B00062QY5W,OV-9GWB-RT0T,Bose Companion 2; Multimedia Speaker System,amazon_only,
15,Bose Companion 2 Multimedia Speaker System,Product,,,,,5,4,Bose Companion 2 Multimedia Speaker System,Bose Companion 2; Multimedia Speaker System,05005,Ecwid,,100.0,stripped_name,Speaker System,K,B00062QY5W,05005,Bose Companion 2; Multimedia Speaker System,amazon_only,
16,Bose 141 Bookshelf Speakers,Product,,,,,6,0,Bose 141 Fullrange Bookshelf Speakers,Bose 141 Pair Fullrange Bookshelf Speakers,FO-CXRD-ZIH0,Amazon,B00091U9YW,100.0,stripped_name,Speaker,P,B00091U9YW,FO-CXRD-ZIH0,Bose 141 Pair Fullrange Bookshelf Speakers,amazon_only,
16,Bose 141 Bookshelf Speakers,Product,,,,,6,1,Bose 141 Fullrange Bookshelf Speakers,Bose 141 Pair Fullrange Bookshelf Speakers,FS-SNYY-KI74,Amazon,B00091U9YW,100.0,stripped_name,Speaker,P,B00091U9YW,FS-SNYY-KI74,Bose 141 Pair Fullrange Bookshelf Speakers,amazon_only,
16,Bose 141 Bookshelf Speakers,Product,,,,,6,2,Bose 141 Fullrange Bookshelf Speakers,Bose 141 Pair Fullrange Bookshelf Speakers,US-I68P-Y7U4,Amazon,B00091U9YW,100.0,stripped_name,Speaker,P,B00091U9YW,US-I68P-Y7U4,Bose 141 Pair Fullrange Bookshelf Speakers,amazon_only,
16,Bose 141 Bookshelf Speakers,Product,BK,,,,6,3,Bose 141 Fullrange Bookshelf Speakers,"Bose 141 Pair Fullrange Bookshelf Speakers (pair, black)",00976-B,Ecwid,,100.0,stripped_name,Speaker,P,B00091U9YW,00976-B,Bose 141 Pair Fullrange Bookshelf Speakers,amazon_only,
16,Bose 141 Bookshelf Speakers,Product,GY,,,,6,4,Bose 141 Bookshelf Speakers Fullrange,Bose 141 Bookshelf Speakers Pair Fullrange Grey,267460045364,DRAGON_eBay,,0.92,threshold,Speaker,P,B00091U9YW,267460045364,Bose 141 Pair Fullrange Bookshelf Speakers,amazon_only,
16,Bose 141 Bookshelf Speakers,Product,GY,,,,6,5,Bose 141 Fullrange Bookshelf Speakers,"Bose 141 Pair Fullrange Bookshelf Speakers (pair, grey)",00976-G,Ecwid,,100.0,stripped_name,Speakers,P,B00091U9YW,00976-G,Bose 141 Pair Fullrange Bookshelf Speakers,amazon_only,
17,Bose Wave Radio II,Product,WH,,,,17,0,Bose Wave Radio II,Bose Wave Radio II - Platinum White,SG-P7WM-SJOJ,Amazon,B0009I94LE,100.0,stripped_name,Radio,P,B0009I94LE,SG-P7WM-SJOJ,Bose Wave Radio II - Platinum White,amazon_only,
17,Bose Wave Radio II,Product,WH,,,,17,1,Bose Wave Radio II,Bose Wave Radio II - Platinum White,H1-XYGR-KEAA,Amazon,B0009I94LE,100.0,stripped_name,Radio,P,B0009I94LE,H1-XYGR-KEAA,Bose Wave Radio II - Platinum White,amazon_only,
17,Bose Wave Radio II,Product,WH,,,,17,2,Bose Wave Radio II,Bose Wave Radio II - Platinum White ,155105046872,MEKONG_eBay,,100.0,stripped_name,Radio,P,B0009I94LE,155105046872,Bose Wave Radio II - Platinum White,amazon_only,
17,Bose Wave Radio II,Product,WH,,,,17,3,Bose Wave Radio II,Bose Wave Radio II - Platinum White,00973-W,Ecwid,,100.0,stripped_name,Radio,P,B0009I94LE,00973-W,Bose Wave Radio II - Platinum White,amazon_only,
17,Bose Wave Radio II,Bundle,GY,,,"Bose Wave Radio II, Remote",17,4,Bose Wave Radio II W,Bose Wave Radio II Graphite Gray W/ Remote,VL-8N05-WNLM,Amazon,B0009I95X6,100.0,stripped_name,Radio,P,B0009I95X6,VL-8N05-WNLM,Bose Wave Radio II Graphite Gray W/ Remote,amazon_only,
17,Bose Wave Radio II,Bundle,GY,,,"Bose Wave Radio II, Remote",17,5,Bose Wave Radio II W,Bose Wave Radio II Graphite Gray W/ Remote,02-1RZV-RY1P,Amazon,B0009I95X6,100.0,stripped_name,Radio,P,B0009I95X6,02-1RZV-RY1P,Bose Wave Radio II Graphite Gray W/ Remote,amazon_only,
17,Bose Wave Radio II,Bundle,GY,,,"Bose Wave Radio II, Remote",17,6,Bose Wave Radio II W,Bose Wave Radio II Graphite Gray W/ Remote,1L-S5X2-SXKD,Amazon,B0009I95X6,100.0,stripped_name,Radio,P,B0009I95X6,1L-S5X2-SXKD,Bose Wave Radio II Graphite Gray W/ Remote,amazon_only,
17,Bose Wave Radio II,Bundle,GY,,,"Bose Wave Radio II, Remote",17,7,Bose Wave Radio II W,Bose Wave Radio II Graphite Gray W/ Remote,7S-Y7AY-KJBI,Amazon,B0009I95X6,100.0,stripped_name,Radio,P,B0009I95X6,7S-Y7AY-KJBI,Bose Wave Radio II Graphite Gray W/ Remote,amazon_only,
17,Bose Wave Radio II,Bundle,GY,,,"Bose Wave Radio II, Remote",17,8,Bose Wave Radio II W,Bose Wave Radio II Graphite Gray W/ Remote,82-3TAG-QJB7,Amazon,B0009I95X6,100.0,stripped_name,Radio,P,B0009I95X6,82-3TAG-QJB7,Bose Wave Radio II Graphite Gray W/ Remote,amazon_only,
17,Bose Wave Radio II,Bundle,GY,,,"Bose Wave Radio II, Remote",17,9,Bose Wave Radio II W,Bose Wave Radio II Graphite Gray W/ Remote,PU-UF5G-GPN6,Amazon,B0009I95X6,100.0,stripped_name,Radio,P,B0009I95X6,PU-UF5G-GPN6,Bose Wave Radio II Graphite Gray W/ Remote,amazon_only,
17,Bose Wave Radio II,Bundle,GY,,,"Bose Wave Radio II, Remote",17,10,Bose Wave Radio II W,Bose Wave Radio II Graphite Gray W/ Remote,QO-YDSU-OXC4,Amazon,B0009I95X6,100.0,stripped_name,Radio,P,B0009I95X6,QO-YDSU-OXC4,Bose Wave Radio II Graphite Gray W/ Remote,amazon_only,
17,Bose Wave Radio II,Bundle,GY,,,"Bose Wave Radio II, Remote",17,11,Bose Wave Radio II W,Bose Wave Radio II Graphite Gray W/ Remote,00969,Ecwid,,100.0,stripped_name,Radio,P,B0009I95X6,00969,Bose Wave Radio II Graphite Gray W/ Remote,amazon_only,
17,Bose Wave Radio II,Bundle,,,,"Bose Wave Radio II, OEM Bluetooth Adapter",17,12,Bose Wave Radio II with Bluetooth,Bose Wave Radio II with OEM Bluetooth Adapter - FREE SHIPPING,267113638786,DRAGON_eBay,,100.0,stripped_name,Radio,,,256827080698,Bose Wave Radio II with OEM Bluetooth Adapter- Platinum White - FREE SHIPPING,ebay_only,
17,Bose Wave Radio II,Bundle,WH,,,"Bose Wave Radio II, OEM Bluetooth Adapter",17,13,Bose Wave Radio II with Bluetooth,Bose Wave Radio II with OEM Bluetooth Adapter- Platinum White - FREE SHIPPING,256827080698,DRAGON_eBay,,100.0,stripped_name,Radio,,,256827080698,Bose Wave Radio II with OEM Bluetooth Adapter- Platinum White - FREE SHIPPING,ebay_only,
17,Bose Wave Radio II,Bundle,WH,,,"Bose Wave Radio II, OEM Bluetooth Adapter",17,14,Bose Wave Radio II with Bluetooth,Bose Wave Radio II with OEM Bluetooth Adapter- Platinum White - FREE SHIPPING,154784165337,MEKONG_eBay,,100.0,stripped_name,Radio,,,256827080698,Bose Wave Radio II with OEM Bluetooth Adapter- Platinum White - FREE SHIPPING,ebay_only,
17,Bose Wave Radio II,Parts,,,Processor PCB,,17,15,Processor PCB for Bose Wave Radio II AWR1B1 AWR1B2 269837-001,Replacement Processor PCB for Bose Wave Radio II AWR1B1 AWR1B2 269837-001,267453998060,DRAGON_eBay,,100.0,stripped_name,"['AWR1B1', 'AWR1B2']",,,267453998060,Replacement Processor PCB for Bose Wave Radio II AWR1B1 AWR1B2 269837-001,ebay_only,
17,Bose Wave Radio II,Parts,,,Processor PCB,,17,16,Processor PCB for Bose Wave Radio II AWR1B1 AWR1B2 269837-001,Replacement Processor PCB for Bose Wave Radio II AWR1B1 AWR1B2   269837-001,01248,Ecwid,,100.0,stripped_name,"['AWR1B1', 'AWR1B2']",,,267453998060,Replacement Processor PCB for Bose Wave Radio II AWR1B1 AWR1B2 269837-001,ebay_only,
19,Bose Wave Radio and CD Player AWRC-1P,Product,WH,,,,6,0,Bose Wave Radio and CD Player AWRC-1P,Bose Wave Radio and CD Player AWRC-1P White,0H-OV8Z-N3Z6,Amazon,B0009I9AY0,100.0,stripped_name,AWRC-1P,P,B0009I9AY0,0H-OV8Z-N3Z6,Bose Wave Radio and CD Player AWRC-1P White,amazon_only,
19,Bose Wave Radio and CD Player AWRC-1P,Product,WH,,,,6,1,Bose Wave Radio and CD Player AWRC-1P,Bose Wave Radio and CD Player AWRC-1P White,C5-E45H-E61H,Amazon,B0009I9AY0,100.0,stripped_name,AWRC-1P,P,B0009I9AY0,C5-E45H-E61H,Bose Wave Radio and CD Player AWRC-1P White,amazon_only,
19,Bose Wave Radio and CD Player AWRC-1P,Product,WH,,,,6,2,Bose Wave Radio and CD Player AWRC-1P,Bose Wave Radio and CD Player AWRC-1P White,ZO-8RWE-87NV,Amazon,B0009I9AY0,100.0,stripped_name,AWRC-1P,P,B0009I9AY0,ZO-8RWE-87NV,Bose Wave Radio and CD Player AWRC-1P White,amazon_only,
19,Bose Wave Radio and CD Player AWRC-1P,Product,,,,,6,3,Bose Wave Radio and CD Player AWRC-1P,Bose Wave Radio and CD Player AWRC-1P,00968-W,Ecwid,,100.0,stripped_name,AWRC-1P,P,B0009I9AY0,00968-W,Bose Wave Radio and CD Player AWRC-1P White,amazon_only,
19,Bose Wave Radio and CD Player AWRC-1P,Parts,WH,,Top/Lid Control Panel,,6,4,Bose Wave AM FM Radio CD Player AWRC-1P Top Lid Control panel only,Bose Wave AM/FM Radio CD Player AWRC-1P  White  Top/Lid Control panel only,363699381056,USAV_eBay,,0.82,threshold,AWRC-1P,P,B0009I9AY0,363699381056,Bose Wave Radio and CD Player AWRC-1P White,amazon_only,
19,Bose Wave Radio and CD Player AWRC-1P,Parts,WH,,Remote Control,,6,5,Bose Wave Radio CD Control for Model AWRC-1P,"Bose Wave Radio/CD Remote Control for Model AWRC-1P, White",257229027000,DRAGON_eBay,,0.77,threshold,AWRC-1P,P,B0009I9AY0,257229027000,Bose Wave Radio and CD Player AWRC-1P White,amazon_only,
20,Bose Link AL8 Wireless Audio Link,Product,,,,,3,0,Bose Link AL8 homewide Wireless Audio Link,Bose® Link AL8 homewide Wireless Audio Link,01812,Amazon,B0009JEZTY,100.0,stripped_name,Audio Link,P,B0009JEZTY,01812,Bose� Link AL8 homewide Wireless Audio Link,amazon_only,
20,Bose Link AL8 Wireless Audio Link,Product,,,,,3,1,Bose Link AL8 homewide Wireless Audio Link,Bose® Link AL8 homewide Wireless Audio Link,SR-XDQU-W1CP,Amazon,B0009JEZTY,100.0,stripped_name,Audio Link,P,B0009JEZTY,SR-XDQU-W1CP,Bose� Link AL8 homewide Wireless Audio Link,amazon_only,
20,Bose Link AL8 Wireless Audio Link,Product,,,,,3,2,Bose Link AL8 homewide Wireless Audio Link,Bose® Link AL8 homewide Wireless Audio Link,01812,Ecwid,,100.0,stripped_name,Wireless Audio Link,P,B0009JEZTY,01812,Bose� Link AL8 homewide Wireless Audio Link,amazon_only,
21,Bose CineMate Digital 2.1 Channel Home Theater Speaker System,Product,,N,,,5,0,Bose CineMate Digital 2 1 Channel Home Theater Speaker System Open Box,Bose CineMate Digital 2.1 Channel Home Theater Speaker System - New Open Box,5W-6K7M-GSLF,Amazon,B000A0QIEC,100.0,stripped_name,Home Theater Speaker System,K,B000A0QIEC,5W-6K7M-GSLF,Bose CineMate Digital 2.1 Channel Home Theater Speaker System - New Open Box,amazon_only,
21,Bose CineMate Digital 2.1 Channel Home Theater Speaker System,Product,,N,,,5,1,Bose CineMate Digital 2 1 Channel Home Theater Speaker System Open Box,Bose CineMate Digital 2.1 Channel Home Theater Speaker System - New Open Box,ES-GMLL-Y2EV,Amazon,B000A0QIEC,100.0,stripped_name,Home Theater Speaker System,K,B000A0QIEC,ES-GMLL-Y2EV,Bose CineMate Digital 2.1 Channel Home Theater Speaker System - New Open Box,amazon_only,
21,Bose CineMate Digital 2.1 Channel Home Theater Speaker System,Product,,N,,,5,2,Bose CineMate Digital 2 1 Channel Home Theater Speaker System Open Box,Bose CineMate Digital 2.1 Channel Home Theater Speaker System - New Open Box,257183283368,DRAGON_eBay,,100.0,stripped_name,Home Theater Speaker System,K,B000A0QIEC,257183283368,Bose CineMate Digital 2.1 Channel Home Theater Speaker System - New Open Box,amazon_only,
21,Bose CineMate Digital 2.1 Channel Home Theater Speaker System,Product,,,,,5,3,Bose CineMate Digital 2 1 Channel Home Theater Speaker System,Bose CineMate Digital 2.1 Channel Home Theater Speaker System,00974,Ecwid,,0.87,threshold,Home Theater Speaker System,K,B000A0QIEC,00974,Bose CineMate Digital 2.1 Channel Home Theater Speaker System - New Open Box,amazon_only,
21,Bose CineMate Digital 2.1 Channel Home Theater Speaker System,Product,,N,,,5,4,Bose CineMate Digital 2 1 Channel Home Theater Speaker System Open Box,Bose CineMate Digital 2.1 Channel Home Theater Speaker System - New Open Box,7Y-7ZAV-3ZNW,Amazon,B000A0QIEC,100.0,stripped_name,Home Theater System,K,B000A0QIEC,7Y-7ZAV-3ZNW,Bose CineMate Digital 2.1 Channel Home Theater Speaker System - New Open Box,amazon_only,
22,Guitar Hero,Bundle,,,,"Guitar Hero Video Game, Guitar Controller",2,0,PS2 Guitar Hero with Guitar,PS2 Guitar Hero (Bundle with Guitar,04930-N,Ecwid,,0.86,threshold,Console,K,B000BU8YA2,04930-N,Guitar Hero (Bundle with Guitar),amazon_only,
22,Guitar Hero,Bundle,,,,"Guitar Hero Video Game, Guitar Controller",2,1,Guitar Hero with Guitar video game,Guitar Hero (Bundle with Guitar) [video game],04930-N,Amazon,B000BU8YA2,100.0,stripped_name,Video Game,K,B000BU8YA2,04930-N,Guitar Hero (Bundle with Guitar),amazon_only,
23,Bose Wave Music System Multi-CD Changer,Product,GY,,,,32,0,Bose Wave Music System AWRCC1 Multi-CD Changer,"Bose® Wave® Music System AWRCC1 Multi-CD Changer, Graphite Gray",156090156892,MEKONG_eBay,,1.0,threshold,AWRCC1,P,B00761SWWY,156090156892,"Bose� Wave� Music System Multi-CD Changer, Graphite Gray",amazon,
23,Bose Wave Music System Multi-CD Changer,Product,WH,,,,32,1,Bose Wave Music System AWRCC2 Multi-CD Changer,"Bose Wave Music System AWRCC2 Multi-CD Changer, Platinum White",266089918955,DRAGON_eBay,,0.98,threshold,AWRCC2,A,B000C4ATGY,266089918955,"Bose Wave Music System Multi-CD Changer, Platinum White",amazon,
23,Bose Wave Music System Multi-CD Changer,Product,GY,,,,32,2,Wave Multi-CD Changer,Wave Multi-CD Changer - Graphite Gray,6S-MWF7-NBXH,Amazon,B007ZQR15E,0.82,threshold,CD Changer,P,B00761SWWY,6S-MWF7-NBXH,"Bose� Wave� Music System Multi-CD Changer, Graphite Gray",amazon,
23,Bose Wave Music System Multi-CD Changer,Product,WH,,,,32,3,Bose Wave Music System Multi-CD Changer,"Bose Wave Music System Multi-CD Changer, Platinum White",NQ-U656-7FZF,Amazon,B000C4ATGY,100.0,stripped_name,Music System,A,B000C4ATGY,NQ-U656-7FZF,"Bose Wave Music System Multi-CD Changer, Platinum White",amazon,
23,Bose Wave Music System Multi-CD Changer,Product,SV,,,,32,4,Bose Wave Music System Multi-CD Changer,"Bose® Wave® Music System Multi-CD Changer, Titanium Silver",04994-N,Amazon,B001BNFOYW,100.0,stripped_name,Music System,A,B000C4ATGY,04994-N,"Bose Wave Music System Multi-CD Changer, Platinum White",amazon,
23,Bose Wave Music System Multi-CD Changer,Product,WH,,,,32,5,Bose Wave Music System Multi-CD Changer,"Bose Wave Music System Multi-CD Changer, Platinum White",60-IXG4-7UMF,Amazon,B000C4ATGY,100.0,stripped_name,Music System,A,B000C4ATGY,60-IXG4-7UMF,"Bose Wave Music System Multi-CD Changer, Platinum White",amazon,
23,Bose Wave Music System Multi-CD Changer,Product,SV,,,,32,6,Bose Wave Music System Multi-CD Changer,"Bose® Wave® Music System Multi-CD Changer, Titanium Silver",AY-7M0H-HGR9,Amazon,B001BNFOYW,100.0,stripped_name,Music System,A,B000C4ATGY,AY-7M0H-HGR9,"Bose Wave Music System Multi-CD Changer, Platinum White",amazon,
23,Bose Wave Music System Multi-CD Changer,Product,GY,,,,32,7,Bose Wave Music System Multi-CD Changer,"Bose® Wave® Music System Multi-CD Changer, Graphite Gray",F9-RXCT-8SQO,Amazon,B00761SWWY,100.0,stripped_name,Music System,P,B000C4ATGY,F9-RXCT-8SQO,"Bose Wave Music System Multi-CD Changer, Platinum White",amazon,
23,Bose Wave Music System Multi-CD Changer,Product,GY,,,,32,8,Bose Wave Music System Multi-CD Changer,"Bose® Wave® Music System Multi-CD Changer, Graphite Gray",K3-7C05-S89P,Amazon,B00761SWWY,100.0,stripped_name,Music System,A,B000C4ATGY,K3-7C05-S89P,"Bose Wave Music System Multi-CD Changer, Platinum White",amazon,
